rank,word,occurrences (ppm),lemma forms
7017,ábrelo,8,abrir
7018,sincera,8,sincero
7019,quedando,8,quedar
7020,pila,8,pila
7021,peligrosas,8,peligroso
7022,nasa,8,nasa NASA
7023,mataran,8,matar
7024,lamentablemente,8,lamentablemente
7025,labor,8,labor
7026,jinete,8,jinete
7027,hipoteca,8,hipoteca
7028,hacerles,8,hacer
7029,femenina,8,femenino
7030,elemento,8,elemento
7031,deshacerse,8,deshacer
7032,defensas,8,defensa
7033,cuarentena,8,cuarentena
7034,comete,8,cometer
7035,casamos,8,casar
7036,camarera,8,camarera
7037,callarte,8,callar
7038,baloncesto,8,baloncesto
7039,acabaste,8,acabar
7040,vendí,8,vender
7041,tuvieran,8,tener
7042,sonidos,8,sonido
7043,sirves,8,servir
7044,separación,8,separación
7045,quítame,8,quitar
7046,opuesto,8,opuesto oponer
7047,norteamericano,8,norteamericano
7048,llevarle,8,llevar
7049,hospitalidad,8,hospitalidad
7050,enteró,8,enterar
7051,declaro,8,declarar
7052,cifras,8,cifra
7053,catorce,8,catorce
7054,cambies,8,cambiar
7055,ayudame,8,ayudar
7056,aprendió,8,aprender
7057,apagado,8,apagado apagar
7058,alambre,8,alambre
7059,terremoto,8,terremoto
7060,separarnos,8,separar
7061,secretas,8,secreto
7062,quemaduras,8,quemadura
7063,preparo,8,preparar
7064,poeta,8,poeta
7065,pagarás,8,pagar
7066,olvidalo,8,olvidar
7067,mudo,8,mudo mudar
7068,magdalena,8,magdalena
7069,letrero,8,letrero
7070,esconderse,8,esconder
7071,email,8,email
7072,conseguirás,8,conseguir
7073,terminada,8,terminado terminar
7074,táctica,8,táctica
7075,sonaba,8,sonar
7076,shh,8,shh
7077,sepamos,8,saber
7078,quedaras,8,quedar
7079,púdrete,8,pudrir
7080,patán,8,patán
7081,pareciera,8,parecer
7082,nucleares,8,nuclear
7083,moría,8,morir
7084,mírala,8,mirar
7085,miento,8,mentir
7086,lesiones,8,lesión
7087,leones,8,león
7088,invertir,8,invertir
7089,insulto,8,insulto insultar
7090,grites,8,gritar
7091,flotando,8,flotar
7092,flechas,8,flecha
7093,establecer,8,establecer
7094,elevador,8,elevador
7095,eléctrico,8,eléctrico
7096,dueña,8,dueña dueño
7097,determinado,8,determinado determinar
7098,cuevas,8,cueva
7099,cuadra,8,cuadra
7100,cortando,8,cortar
7101,cambiarlo,8,cambiar
7102,aprovechar,8,aprovechar
7103,anual,8,anual
7104,anímate,8,animar
7105,ando,8,andar
7106,suspendido,8,suspendido suspender
7107,sentirá,8,sentir
7108,perras,8,perra
7109,melodía,8,melodía
7110,mandan,8,mandar
7111,linaje,8,linaje
7112,levántese,8,levantar
7113,interruptor,8,interruptor
7114,decidieron,8,decidir
7115,conversaciones,8,conversación
7116,contrabando,8,contrabando contrabandar
7117,cachorro,8,cachorro
7118,bañera,8,bañera
7119,asustar,8,asustar
7120,aceptó,8,aceptar
7121,abren,8,abrir
7122,vinos,8,vino
7123,vasos,8,vaso
7124,sueltes,8,soltar
7125,profecía,8,profecía
7126,molestarte,8,molestar
7127,metiendo,8,meter
7128,llueve,8,llover
7129,invitada,8,invitado invitar
7130,inocencia,8,inocencia
7131,helicópteros,8,helicóptero
7132,guarde,8,guardar
7133,grandiosa,8,grandioso
7134,físicamente,8,físicamente
7135,esperándote,8,esperar
7136,enrique,8,enrique Enrique
7137,elegiste,8,elegir
7138,diente,8,diente
7139,desarrollar,8,desarrollar
7140,construyendo,8,construir
7141,conocieron,8,conocer
7142,chicle,8,chicle
7143,atlántico,8,atlántico
7144,acondicionado,8,acondicionado
7145,acercarme,8,acercar
7146,abrí,8,abrir
7147,tirador,8,tirador
7148,ruina,8,ruina
7149,respeta,8,respetar
7150,recordaba,8,recordar
7151,polis,8,polis
7152,perseguir,8,perseguir
7153,pégale,8,pegar
7154,novedad,8,novedad
7155,muévase,8,mover
7156,muerde,8,morder
7157,moscas,8,mosca
7158,memorias,8,memoria
7159,langosta,8,langosta
7160,japonesa,8,japonés
7161,insiste,8,insistir
7162,hablaron,8,hablar
7163,generales,8,general
7164,freno,8,freno frenar
7165,existía,8,existir
7166,examinar,8,examinar
7167,euros,8,Euro
7168,etapa,8,etapa
7169,detención,8,detención
7170,cuervos,8,cuervo
7171,convertirá,8,convertir
7172,congresista,8,congresista
7173,asusté,8,asustar
7174,subtitulos,8,subtítulo
7175,sonó,8,sonar
7176,separamos,8,separar
7177,reflejo,8,reflejo reflejar
7178,navidades,8,navidad
7179,moverte,8,mover
7180,levantó,8,levantar
7181,italiana,8,italiano
7182,integridad,8,integridad
7183,informa,8,informar
7184,hanzo,8,hanzo
7185,hábil,8,hábil
7186,fabulosa,8,fabuloso
7187,demas,8,demás
7188,cofre,8,cofre
7189,causando,8,causar
7190,cancha,8,cancha
7191,bruto,8,bruto
7192,brindemos,8,brindar
7193,ayudarás,8,ayudar
7194,abandonada,8,abandonado abandonar
7195,vito,8,vito
7196,vestir,8,vestir
7197,usaron,8,usar
7198,torpedos,8,torpedo
7199,sonda,8,sonda sondar
7200,relajarte,8,relajar
7201,reactor,8,reactor
7202,pobreza,8,pobreza
7203,ocupar,8,ocupar
7204,moverme,8,mover
7205,localizado,8,localizado localizar
7206,llévala,8,llevar
7207,insoportable,8,insoportable
7208,insecto,8,insecto
7209,explota,8,explotar
7210,escondida,8,escondido esconder
7211,engañó,8,engañar
7212,encontrara,8,encontrar
7213,dinamita,8,dinamita
7214,desaparición,8,desaparición
7215,depto,8,departamento
7216,debíamos,8,deber
7217,creed,8,creer
7218,corra,8,correr
7219,compramos,8,comprar
7220,cercana,8,cercano
7221,barro,8,barro barrer
7222,arreglaremos,8,arreglar
7223,valentía,8,valentía
7224,tratos,8,trato
7225,salmón,8,salmón
7226,quitas,8,quitar
7227,perdonen,8,perdonar
7228,nerviosos,8,nervioso
7229,necesariamente,8,necesariamente
7230,mercedes,8,merced
7231,mejora,8,mejorar
7232,maravillas,8,maravilla
7233,levantarme,8,levantar
7234,intentaron,8,intentar
7235,intelectual,8,intelectual
7236,ingenioso,8,ingenioso
7237,hirieron,8,herir
7238,hablabas,8,hablar
7239,frito,8,frito freír
7240,escapaste,8,escapar
7241,desactivar,8,desactivar
7242,concierne,8,concernir
7243,cómodos,8,cómodo
7244,calcetines,8,calcetín
7245,agradecimiento,8,agradecimiento
7246,abriendo,8,abrir
7247,tubos,8,tubo
7248,tristes,8,triste
7249,texto,8,texto
7250,ritual,8,ritual
7251,reservado,8,reservado reservar
7252,proyectos,8,proyecto
7253,perpetua,8,perpetuo
7254,observador,8,observador
7255,nadando,8,nadar
7256,moviéndose,8,mover
7257,mátala,8,matar
7258,mantuvo,8,mantener
7259,latín,8,latín
7260,irlandeses,8,irlandés
7261,inaceptable,8,inaceptable
7262,golfo,8,golfo
7263,exitosa,8,exitoso
7264,escucharte,8,escuchar
7265,elle,8,elle
7266,desnudos,8,desnudo desnudar
7267,descansen,8,descansar
7268,descansando,8,descansar
7269,costar,8,costar
7270,conociera,8,conocer
7271,comunicarse,8,comunicar
7272,coja,8,cojo coger
7273,chao,8,chao
7274,borrachos,8,borracho
7275,apocalipsis,8,apocalipsis
7276,adrenalina,8,adrenalina
7277,acompañarme,8,acompañar
7278,vídeo,7,vídeo
7279,timbre,7,timbre
7280,roban,7,robar
7281,provecho,7,provecho
7282,panqueques,7,panqueque
7283,obligación,7,obligación
7284,helion,7,helión
7285,guardado,7,guardado guardar
7286,gemelas,7,gemelo
7287,fundación,7,fundación
7288,ficción,7,ficción
7289,fantasías,7,fantasía
7290,edición,7,edición
7291,cavar,7,cavar
7292,carguen,7,cargar
7293,avion,7,avión
7294,auténtica,7,auténtico
7295,voladora,7,volador
7296,trineo,7,trineo
7297,sirvienta,7,sirvienta
7298,siguieron,7,seguir
7299,quitaré,7,quitar
7300,promete,7,prometer
7301,primaria,7,primario
7302,previsto,7,previsto
7303,pasajero,7,pasajero
7304,paranoia,7,paranoia
7305,paramos,7,parar
7306,opus,7,opus
7307,monjes,7,monje
7308,molino,7,molino
7309,llévenlo,7,llevar
7310,liberado,7,liberado liberar
7311,juntar,7,juntar
7312,inventar,7,inventar
7313,interferencia,7,interferencia
7314,institución,7,institución
7315,infectado,7,infectado infectar
7316,habra,7,haber
7317,gym,7,gym
7318,ganará,7,ganar
7319,encargaremos,7,encargar
7320,cortos,7,corto
7321,cooperar,7,cooperar
7322,comiste,7,comer
7323,cogí,7,coger
7324,calvo,7,calvo
7325,básico,7,básico
7326,arteria,7,arteria
7327,ali,7,ali Ali
7328,alboroto,7,alboroto
7329,adoran,7,adorar
7330,tango,7,tango
7331,tablero,7,tablero
7332,sospecho,7,sospechar
7333,sobreviviente,7,sobreviviente
7334,renuncia,7,renuncia renunciar
7335,reciba,7,recibir
7336,practicando,7,practicar
7337,permanezcan,7,permanecer
7338,pensará,7,pensar
7339,ofrecerle,7,ofrecer
7340,mini,7,mini
7341,mejorado,7,mejorado mejorar
7342,marciales,7,marcial
7343,manden,7,mandar
7344,larguémonos,7,largar
7345,fijo,7,fijo fijar
7346,explicarle,7,explicar
7347,evaluación,7,evaluación
7348,escogí,7,escoger
7349,elfos,7,elfo
7350,demente,7,demente
7351,corté,7,cortar
7352,consiguen,7,conseguir
7353,confirmación,7,confirmación
7354,completar,7,completar
7355,categoría,7,categoría
7356,ayudé,7,ayudar
7357,atraer,7,atraer
7358,zapatillas,7,zapatilla
7359,violar,7,violar
7360,sonreír,7,sonreír
7361,pretende,7,pretender
7362,ordinario,7,ordinario
7363,olvídelo,7,olvidar
7364,nuca,7,nuca
7365,nietos,7,nieto
7366,metan,7,meter
7367,levantes,7,levante
7368,favores,7,favor
7369,factor,7,factor
7370,empezaremos,7,empezar
7371,detengas,7,detener
7372,deseando,7,desear
7373,cuernos,7,cuerno
7374,criada,7,criada criar
7375,consentimiento,7,consentimiento
7376,comunistas,7,comunista
7377,cartuchos,7,cartucho
7378,cangrejo,7,cangrejo
7379,bonos,7,bono
7380,apreciar,7,apreciar
7381,agárralo,7,agarrar
7382,vapor,7,vapor
7383,trataste,7,tratar
7384,tejado,7,tejado
7385,semestre,7,semestre
7386,riqueza,7,riqueza
7387,recibes,7,recibir
7388,millonario,7,millonario
7389,mecánica,7,mecánica
7390,leyendas,7,leyenda
7391,jr,7,jr
7392,halla,7,hallar
7393,estimado,7,estimado estimar
7394,entiendas,7,entender
7395,eché,7,echar
7396,dirijo,7,dirigir
7397,destruirá,7,destruir
7398,deberán,7,deber
7399,cooperación,7,cooperación
7400,conclusiones,7,conclusión
7401,comunes,7,común
7402,brilla,7,brillar
7403,basada,7,basado basar
7404,bandido,7,bandido
7405,astronauta,7,astronauta
7406,aprisa,7,aprisa
7407,aislado,7,aislado
7408,tribus,7,tribu
7409,tela,7,tela
7410,reportero,7,reportero
7411,químico,7,químico
7412,persiguen,7,perseguir
7413,perfección,7,perfección
7414,palanca,7,palanca
7415,marrón,7,marrón
7416,madrugada,7,madrugada
7417,hicieran,7,hacer
7418,guante,7,guante
7419,firmó,7,firmar
7420,envían,7,enviar
7421,dañar,7,dañar
7422,creerás,7,creer
7423,convertirme,7,convertir
7424,confiable,7,confiable
7425,comics,7,comics
7426,carmen,7,carmen Carmen
7427,apretado,7,apretado
7428,agarre,7,agarre agarrar
7429,vulnerable,7,vulnerable
7430,vieras,7,ver
7431,terminan,7,terminar
7432,tenso,7,tenso
7433,telegrama,7,telegrama
7434,sepárense,7,separar
7435,relojes,7,reloj
7436,referencia,7,referencia
7437,quemó,7,quemar
7438,periodo,7,periodo
7439,nevada,7,nevada
7440,matón,7,matón
7441,matanza,7,matanza
7442,mantenido,7,mantenido mantener
7443,mantenerse,7,mantener
7444,inmortal,7,inmortal
7445,hermanita,7,hermanita hermana
7446,frenos,7,freno
7447,disparas,7,disparar
7448,despreciable,7,despreciable
7449,dejeme,7,dejar
7450,cosita,7,cosita cosa
7451,conejos,7,conejo
7452,carnicero,7,carnicero
7453,bodega,7,bodega
7454,aires,7,aire
7455,ringo,7,ringar
7456,reportar,7,reportar
7457,reflejos,7,reflejo
7458,propina,7,propina
7459,prácticas,7,práctica
7460,peleado,7,peleado pelear
7461,peinado,7,peinado peinar
7462,oscuros,7,oscuro
7463,olvidamos,7,olvidar
7464,negativa,7,negativo
7465,materiales,7,material
7466,martini,7,martini
7467,mantenerme,7,mantener
7468,lesión,7,lesión
7469,invencible,7,invencible
7470,hubieses,7,haber
7471,gratitud,7,gratitud
7472,film,7,film
7473,explorador,7,explorador
7474,esconderte,7,esconder
7475,enviando,7,enviar
7476,discutirlo,7,discutir
7477,desaparecida,7,desaparecida
7478,cuna,7,cuna
7479,cosquillas,7,cosquillas
7480,comedia,7,comedia
7481,baterías,7,batería
7482,avisado,7,avisado avisar
7483,asistir,7,asistir
7484,apropiada,7,apropiado
7485,afortunados,7,afortunado
7486,acercarse,7,acercar
7487,acelera,7,acelerar
7488,suene,7,sonar
7489,similares,7,similar
7490,respetable,7,respetable
7491,planear,7,planear
7492,pajarito,7,pajarito
7493,inspección,7,inspección
7494,habiendo,7,haber
7495,experimentar,7,experimentar
7496,escolta,7,escolta escoltar
7497,domingos,7,domingo
7498,desesperación,7,desesperación
7499,deseamos,7,desear
7500,dejalo,7,dejar
7501,cuestan,7,costar
7502,coro,7,coro
7503,convincente,7,convincente
7504,conectados,7,conectado conectar
7505,castigado,7,castigado castigar
7506,cambiarme,7,cambiar
7507,ayudan,7,ayudar
7508,atardecer,7,atardecer
7509,aparecido,7,aparecido aparecer
7510,ambición,7,ambición
7511,agarro,7,agarrar
7512,sobredosis,7,sobredosis
7513,rápidos,7,rápido
7514,probabilidad,7,probabilidad
7515,perdidas,7,perdido
7516,panza,7,panza
7517,necesitábamos,7,necesitar
7518,naval,7,naval
7519,levantarte,7,levantar
7520,leña,7,leña
7521,inesperado,7,inesperado
7522,fichas,7,ficha fichar
7523,favoritos,7,favorito
7524,explorar,7,explorar
7525,espaciales,7,espacial
7526,entregue,7,entregar
7527,dominio,7,dominio
7528,demostrado,7,demostrado demostrar
7529,costumbres,7,costumbre
7530,charlar,7,charlar
7531,certificado,7,certificado certificar
7532,cayo,7,caer
7533,anteriores,7,anterior
7534,alemana,7,alemán
7535,activa,7,activo activar
7536,aceptan,7,aceptar
7537,turnos,7,turno
7538,traidores,7,traidor
7539,terrestre,7,terrestre
7540,sirena,7,sirena
7541,sauditas,7,saudita
7542,revólver,7,revólver
7543,refresco,7,refresco refrescar
7544,precisión,7,precisión
7545,permanezca,7,permanecer
7546,pérdidas,7,pérdida
7547,perderlo,7,perder
7548,monasterio,7,monasterio
7549,mocoso,7,mocoso
7550,marineros,7,marinero
7551,limón,7,limón
7552,lanzó,7,lanzar
7553,inmenso,7,inmenso
7554,golpeando,7,golpear
7555,escogido,7,escogido escoger
7556,deshacerme,7,deshacer
7557,descenso,7,descenso
7558,debiera,7,deber
7559,dándole,7,dar
7560,cubo,7,cubo
7561,continúen,7,continuar
7562,comarca,7,comarca
7563,caviar,7,caviar
7564,bloqueado,7,bloqueado bloquear
7565,acompaña,7,acompañar
7566,vístete,7,vestir
7567,teorías,7,teoría
7568,salvará,7,salvar
7569,sacan,7,sacar
7570,rio,7,río reír Rio
7571,rifles,7,rifle
7572,relajate,7,relajar
7573,rasguño,7,rasguño
7574,quebrado,7,quebrado quebrar
7575,producir,7,producir
7576,presiona,7,presionar
7577,peludo,7,peludo
7578,patricia,7,Patricia patricio
7579,operadora,7,operadora
7580,obligó,7,obligar
7581,mostaza,7,mostaza
7582,mencionado,7,mencionado mencionar
7583,martín,7,martín Martín
7584,exige,7,exigir
7585,entretenimiento,7,entretenimiento
7586,entregó,7,entregar
7587,elfo,7,elfo
7588,desarrollado,7,desarrollado desarrollar
7589,cenicienta,7,cenicienta
7590,babor,7,babor
7591,ares,7,arar
7592,anunciar,7,anunciar
7593,admite,7,admitir
7594,triple,7,triple
7595,técnicas,7,técnica
7596,sobrevivido,7,sobrevivido sobrevivir
7597,rotos,7,roto
7598,respóndeme,7,responder
7599,resfriado,7,resfriado
7600,rana,7,rana
7601,preguntaron,7,preguntar
7602,periodistas,7,periodista
7603,pedo,7,pedo
7604,pasto,7,pasto pastar
7605,pamela,7,pamela Pamela
7606,madura,7,maduro
7607,lárguense,7,largar
7608,kelvin,7,kelvin
7609,judía,7,judío
7610,jodidamente,7,jodidamente
7611,instalación,7,instalación
7612,hazle,7,hacer
7613,haras,7,hacer
7614,hacéis,7,hacer
7615,fumas,7,fumar
7616,farmacia,7,farmacia
7617,eliminado,7,eliminado eliminar
7618,dígales,7,decir
7619,define,7,definir
7620,cerebros,7,cerebro
7621,celdas,7,celda
7622,cargada,7,cargado
7623,agradecida,7,agradecido agradecer
7624,acaben,7,acabar
7625,tripas,7,tripa
7626,tradicional,7,tradicional
7627,sandwich,7,sandwich sándwich
7628,romana,7,romano
7629,regresan,7,regresar
7630,recorrer,7,recorrer
7631,preocupaba,7,preocupar
7632,movernos,7,mover
7633,latas,7,lata
7634,habitacion,7,habitación
7635,génesis,7,génesis
7636,estúpidas,7,estúpido
7637,escogiste,7,escoger
7638,escocés,7,escocés
7639,encendida,7,encendido
7640,despido,7,despido despedir
7641,delgado,7,delgado
7642,cortaré,7,cortar
7643,convenció,7,convencer
7644,carnada,7,carnada
7645,cargas,7,carga cargar
7646,brutal,7,brutal
7647,atrasado,7,atrasado atrasar
7648,atrapen,7,atrapar
7649,acoso,7,acoso acosar
7650,aah,7,aah
7651,tropa,7,tropa
7652,sopla,7,soplar
7653,sangrar,7,sangrar
7654,presentarme,7,presentar
7655,pavos,7,pavo
7656,oren,7,orar
7657,niñez,7,niñez
7658,necesitaría,7,necesitar
7659,mantengo,7,mantener
7660,leve,7,leve
7661,lancha,7,lancha
7662,inversiones,7,inversión
7663,intenso,7,intenso
7664,existido,7,existido existir
7665,enseñaste,7,enseñar
7666,elegí,7,elegir
7667,duende,7,duende
7668,dormía,7,dormir
7669,díganme,7,decir
7670,desesperados,7,desesperado
7671,cúbranse,7,cubrir
7672,cicatrices,7,cicatriz
7673,cambiamos,7,cambiar
7674,bailarín,7,bailarín
7675,acordamos,7,acordar
7676,acera,7,acera
7677,viviré,7,vivir
7678,víbora,7,víbora
7679,saques,7,sacar
7680,saldría,7,salir
7681,pésimo,7,pésimo
7682,patética,7,patético
7683,pagarán,7,pagar
7684,ojala,7,ojalá
7685,naturales,7,natural
7686,mirarme,7,mirar
7687,mg,7,mg miligramo
7688,máscaras,7,máscara
7689,logre,7,lograr
7690,laberinto,7,laberinto
7691,halcón,7,halcón
7692,frutas,7,fruta
7693,fórmula,7,fórmula
7694,esfera,7,esfera
7695,entusiasmo,7,entusiasmo
7696,enseñan,7,enseñar
7697,encontrarse,7,encontrar
7698,encargarme,7,encargar
7699,desconocida,7,desconocido
7700,descifrar,7,descifrar
7701,deliciosa,7,delicioso
7702,dejaran,7,dejar
7703,daban,7,dar
7704,conocimientos,7,conocimiento
7705,comenzará,7,comenzar
7706,asustados,7,asustado
7707,acabaré,7,acabar
7708,abrirla,7,abrir
7709,abrirá,7,abrir
7710,vulgar,7,vulgar
7711,viena,7,Viena
7712,valiosa,7,valioso
7713,úitima,7,último
7714,tenés,7,tener
7715,quité,7,quitar
7716,queriendo,7,querer
7717,protegerme,7,proteger
7718,pornografía,7,pornografía
7719,parecían,7,parecer
7720,originales,7,original
7721,obedece,7,obedecer
7722,jode,7,joder
7723,inscripción,7,inscripción
7724,enteras,7,entero enterar
7725,encontrarle,7,encontrar
7726,desear,7,desear
7727,descuento,7,descuento descontar
7728,dense,7,dar
7729,déjenos,7,dejar
7730,darías,7,dar
7731,creerán,7,creer
7732,crecimiento,7,crecimiento
7733,continuación,7,continuación
7734,conocerlos,7,conocer
7735,coalición,7,coalición
7736,cigarros,7,cigarro
7737,causas,7,causa causar
7738,cargador,7,cargador
7739,calorías,7,caloría
7740,arqueros,7,arquero
7741,victimas,7,víctima
7742,tormentas,7,tormenta
7743,tiraste,7,tirar
7744,soporte,7,soporte soportar
7745,retroceder,7,retroceder
7746,regan,7,regan
7747,pudiese,7,poder
7748,prepararé,7,preparar
7749,precios,7,precio
7750,músico,7,músico
7751,matarás,7,matar
7752,luchado,7,luchado luchar
7753,implica,7,implicar
7754,hombrecito,7,hombrecito hombre
7755,hábitos,7,hábito
7756,gorra,7,gorra
7757,gorila,7,gorila
7758,galáctica,7,galáctico
7759,corteza,7,corteza
7760,contéstame,7,contestar
7761,comprometido,7,comprometido
7762,cálculo,7,cálculo
7763,aseguraré,7,asegurar
7764,ansiedad,7,ansiedad
7765,amenazó,7,amenazar
7766,activar,7,activar
7767,abriré,7,abrir
7768,ábrela,7,abrir
7769,une,7,unir
7770,tomarse,7,tomar
7771,mudó,7,mudar
7772,levanto,7,levantar
7773,laboratorios,7,laboratorio
7774,financiero,7,financiero
7775,encubierto,7,encubierto encubrir
7776,crió,7,criar
7777,creador,7,creador
7778,coloca,7,colocar
7779,brindo,7,brindar
7780,apoyar,7,apoyar
7781,ahorros,7,ahorro
7782,abres,7,abrir
7783,votar,7,votar
7784,verónica,7,verónica Verónica
7785,velo,7,velo velar
7786,unirte,7,unir
7787,revisado,7,revisado revisar
7788,queramos,7,querer
7789,podriamos,7,poder
7790,pagaría,7,pagar
7791,ignorar,7,ignorar
7792,gimnasia,7,gimnasia
7793,fronteras,7,frontera
7794,etiqueta,7,etiqueta etiquetar
7795,enojes,7,enojar
7796,enemigas,7,enemiga
7797,definición,7,definición
7798,declarado,7,declarado declarar
7799,curado,7,curado curar
7800,cerebrales,7,cerebral
7801,ballet,7,ballet
7802,atrapé,7,atrapar
7803,americanas,7,americano
7804,actúas,7,actuar
7805,aconsejo,7,aconsejar
7806,terminaré,7,terminar
7807,subimos,7,subir
7808,subes,7,subir
7809,revise,7,revisar
7810,quiza,7,quizá
7811,químicos,7,químico
7812,querias,7,querer
7813,protegerla,7,proteger
7814,plana,7,plano
7815,paranoico,7,paranoico
7816,ofrecen,7,ofrecer
7817,nueces,7,nuez
7818,montones,7,montón
7819,llevarlos,7,llevar
7820,llegaría,7,llegar
7821,inventado,7,inventado inventar
7822,haberlos,7,haber
7823,explotó,7,explotar
7824,esclava,7,esclava
7825,duró,7,durar
7826,desperdiciar,7,desperdiciar
7827,delicada,7,delicado
7828,cualidades,7,cualidad
7829,costas,7,costa
7830,contestó,7,contestar
7831,conecta,7,conectar
7832,colgando,7,colgar
7833,coartada,7,coartada
7834,celebrando,7,celebrar
7835,atentos,7,atento
7836,atascado,7,atascar
7837,anfitrión,7,anfitrión
7838,admirador,7,admirador
7839,acérquense,7,acercar
7840,abeja,7,abeja
7841,unir,7,unir
7842,suprema,7,supremo
7843,sillas,7,silla
7844,sacrificar,7,sacrificar
7845,retorno,7,retorno retornar
7846,represento,7,representar
7847,pelean,7,pelear
7848,pedirme,7,pedir
7849,mirarte,7,mirar
7850,lazo,7,lazo
7851,ideales,7,ideal
7852,habias,7,haber
7853,guarida,7,guarida
7854,esposos,7,esposo
7855,esperaban,7,esperar
7856,escondidos,7,escondido esconder
7857,dinosaurio,7,dinosaurio
7858,conseguirte,7,conseguir
7859,conocernos,7,conocer
7860,conocerle,7,conocer
7861,carteles,7,cartel
7862,atento,7,atento
7863,arañas,7,araña arañar
7864,alucinaciones,7,alucinación
7865,zonas,7,zona
7866,viajado,7,viajado viajar
7867,realista,7,realista
7868,rama,7,rama
7869,quiten,7,quitar
7870,paras,7,parar paro
7871,pagaron,7,pagar
7872,mismísimo,7,mismísimo
7873,míreme,7,mirar
7874,marcho,7,marchar
7875,inventé,7,inventar
7876,interesados,7,interesado interesar
7877,intentaremos,7,intentar
7878,ilegales,7,ilegal
7879,grandote,7,grandote grande
7880,gotas,7,gota
7881,fino,7,fino
7882,estanque,7,estanque
7883,estaca,7,estaca estacar
7884,esgrima,7,esgrima
7885,escuchad,7,escuchar
7886,envuelto,7,envuelto envolver
7887,doscientos,7,doscientos
7888,disfraces,7,disfraz
7889,delgada,7,delgado
7890,decia,7,decir
7891,cuñado,7,cuñado
7892,cumplí,7,cumplir
7893,cuidadosamente,7,cuidadosamente
7894,consiguieron,7,conseguir
7895,cepillo,7,cepillo cepillar
7896,celebración,7,celebración
7897,botín,7,botín
7898,arrancar,7,arrancar
7899,alimenta,7,alimentar
7900,ajá,7,ajá
7901,ahorrar,7,ahorrar
7902,africa,7,áfrico África
7903,vudú,7,vudú
7904,tuviese,7,tener
7905,salte,7,saltar
7906,rehabilitación,7,rehabilitación
7907,rechazado,7,rechazado rechazar
7908,pasarme,7,pasar
7909,ordene,7,ordenar
7910,mátenlo,7,mantener
7911,llegaba,7,llegar
7912,horizonte,7,horizonte
7913,hacerlos,7,hacer
7914,formen,7,formar
7915,excepcional,7,excepcional
7916,entierro,7,entierro enterrar
7917,energia,7,energía
7918,enanos,7,enano
7919,eliges,7,elegir
7920,disculpo,7,disculpar
7921,digitales,7,digital
7922,dicha,7,dicha dicho decir
7923,desaparecerá,7,desaparecer
7924,desafortunado,7,desafortunado
7925,delantera,7,delantero
7926,daga,7,daga
7927,creeme,7,creer
7928,contestes,7,contestar
7929,atravesó,7,atravesar
7930,atrapamos,7,atrapar
7931,asustas,7,asustar
7932,artificiales,7,artificial
7933,arreglamos,7,arreglar
7934,arca,7,arca
7935,apurate,7,apurar
7936,amabas,7,amar
7937,acusados,7,acusado acusar
7938,abuelos,7,abuelo
7939,vagina,7,vagina
7940,solicito,7,solicitar
7941,rezando,7,rezar
7942,repita,7,repetir
7943,reducir,7,reducir
7944,querés,7,querer
7945,planeo,7,planear
7946,perfectas,7,perfecto
7947,neutral,7,neutral
7948,na,7,na
7949,mueves,7,mover
7950,legales,7,legal
7951,lavandería,7,lavandería
7952,jeep,7,jeep
7953,helada,7,helada
7954,futbol,7,futbol
7955,fijado,7,fijado fijar
7956,feroz,7,feroz
7957,debían,7,deber
7958,creían,7,creer
7959,cordero,7,cordero
7960,consulado,7,consulado
7961,círculos,7,círculo
7962,caíste,7,caer
7963,áreas,7,área
7964,virtud,7,virtud
7965,únicas,7,único
7966,técnicos,7,técnico
7967,silencioso,7,silencioso
7968,sencillamente,7,sencillamente
7969,selección,7,selección
7970,sabés,7,saber
7971,reportera,7,reportera
7972,reliquia,7,reliquia
7973,pertenezco,7,pertenecer
7974,penas,7,pena
7975,paisaje,7,paisaje
7976,ocupación,7,ocupación
7977,notar,7,notar
7978,migajas,7,migajas migaja
7979,marcado,7,marcado marcar
7980,mantenemos,7,mantener
7981,interrogatorio,7,interrogatorio
7982,internado,7,internado
7983,hubiesen,7,haber
7984,honestos,7,honesto
7985,holanda,7,holanda
7986,helados,7,helado
7987,gramos,7,gramo
7988,frio,7,frío freír
7989,estate,7,estar
7990,encargará,7,encargar
7991,electrónico,7,electrónico
7992,disculpan,7,disculpar
7993,defecto,7,defecto
7994,dedicas,7,dedicar
7995,curva,7,curva curvar
7996,cría,7,cría criar
7997,convierta,7,convertir
7998,comprometida,7,comprometida
7999,ballenas,7,ballena
8000,amigable,7,amigable
8001,aceptable,7,aceptable
8002,volverme,7,volver
8003,urgencia,7,urgencia
8004,sentarnos,7,sentar
8005,roman,7,román Roman
8006,privados,7,privado privar
8007,postura,7,postura
8008,ponernos,7,poner
8009,peluca,7,peluca
8010,parecería,7,parecer
8011,palomitas,7,palomita paloma
8012,nocturna,7,nocturno
8013,mercenarios,7,mercenario
8014,maricas,7,marica
8015,mantendrá,7,mantener
8016,intenten,7,intentar
8017,guardas,7,guardar guarda
8018,grúa,7,grúa
8019,gastado,7,gastado gastar
8020,estrelló,7,estrellar
8021,digital,7,digital
8022,dieran,7,dar
8023,corría,7,correr
8024,capturar,7,capturar
8025,campeones,7,campeón
8026,ardilla,7,ardilla
8027,apaguen,7,apagar
8028,amen,7,amar
