,Unnamed: 0,Dutch,POS,Translation,ChatGPT_Sentence
239,1989,verbrand,Verb,burned,"Ik probeer de marshmallow vast te houden, maar hij is verbrand terwijl ik van het kampvuur geniet.
I try to hold the marshmallow, but it got burnt while I enjoy the campfire."
240,1990,rekenen,Verb,calculate,"Controleer je werk na het rekenen van de klus.
Check your work after calculating the task."
241,1991,kust,Noun,coast,"Ik ben vandoor gegaan nadat ik aan de kust heb gewacht.
I took off after waiting at the coast."
242,1992,race,Noun,race,"De korte race eindigde toen de politie de verdachte moest arresteren.
The short race ended when the police had to arrest the suspect."
243,1993,leraar,Noun,teacher,"De leraar leert rekenen en vertelt geen leugen.
The teacher teaches arithmetic and tells no lie."
244,1994,zonde,Noun,shame,"Het is een zonde dat de film zo saai was, want ik had hoge verwachtingen.

It is a shame that the movie was so boring, because I had high expectations."
245,1995,stof,Noun,dust,"De stof op mijn borst is moeilijk te zien, maar ik lieg niet.

The dust on my chest is hard to see, but I'm not lying."
246,1996,pot,Noun,pot,"De pot is ruim en groter dan de normale pot.  
The pot is spacious and larger than the normal pot."
247,1997,eieren,Noun,Eggs,"De vreselijke cadeau bevatte rotte eieren.
The terrible gift contained rotten eggs."
248,1998,verdedigen,Noun,to defend,"De verdediging droeg een blauwe borstplaat.
The defense wore a blue breastplate."
249,1999,kanker,Noun,cancer,"De eenheid redt mensen met kanker.
The unit saves people with cancer."
