word,lemma,rank,duplicate
conductor,,3282,False
camarada,,3283,False
caramba,,3285,False
sopa,,3286,False
gritar,,3288,False
casino,,3290,False
alteza,,3291,False
identidad,,3292,False
guardar,,3294,False
arresto,,3297,False
arresto,arrestar,3298,False
éstas,este,3300,True
éstos,este,3303,True
probable,,3304,False
firmar,,3307,False
federal,,3308,False
expediente,,3312,False
tigre,,3313,False
harto,,3315,False
harto,hartar,3316,False
decidir,,3317,False
lento,,3320,False
hecha,hacer,3322,True
cruel,,3327,False
gigante,,3329,False
escalera,,3331,False
incidente,,3332,False
escenario,,3333,False
casar,,3336,False
biblia,,3338,False
reporte,,3339,False
moda,,3340,False
casada,casar,3342,True
reacción,,3343,False
falla,,3344,False
falla,fallar,3345,False
castigo,,3346,False
castigo,castigar,3347,False
fácilmente,,3348,False
caza,,3349,False
caza,cazar,3350,True
magnífico,,3351,False
superficie,,3354,False
procedimiento,,3355,False
condición,,3356,False
asalto,,3357,False
asalto,asaltar,3358,False
virgen,,3359,False
quitar,,3362,False
noble,,3364,False
hierba,,3365,False
excelencia,,3366,False
asco,,3367,False
título,,3368,False
ejercicio,,3370,False
pasaporte,,3371,False
ciento,,3373,False
afortunado,,3374,False
sacerdote,,3377,False
impuestos,imponer,3380,False
crisis,,3381,False
aventura,,3382,False
puestos,poner,3384,True
pánico,,3385,False
página,,3392,False
metro,,3393,False
mostrar,,3396,False
ventaja,,3398,False
enamorada,enamorar,3400,False
pesado,,3405,False
pesado,pesar,3406,False
despertar,,3407,False
treinta,,3411,False
capacidad,,3413,False
soportar,,3414,False
senado,,3415,False
aquello,,3419,False
aguantar,,3420,False
alegría,,3424,False
territorio,,3425,False
física,,3426,False
física,físico,3427,True
escape,,3428,False
escape,escapar,3429,True
excusa,,3431,False
excusa,excusar,3432,False
septiembre,,3434,False
personaje,,3435,False
fábrica,,3436,False
elegido,,3437,False
elegido,elegir,3438,True
cole,,3439,False
tanque,,3441,False
conferencia,,3444,False
compromiso,,3445,False
exterior,,3451,False
punta,,3452,False
puerto,,3455,False
caro,,3457,False
asombroso,,3458,False
maleta,,3461,False
competencia,,3462,False
cinturón,,3464,False
marco,,3466,False
marco,marcar,3467,False
destrucción,,3468,False
paraíso,,3469,False
meta,,3470,False
meta,meter,3471,True
alternativa,,3472,False
alternativa,alternativo,3473,False
ocasión,,3476,False
salsa,,3478,False
romano,,3479,False
comercial,,3483,False
primavera,,3484,False
mandar,,3487,False
sagrado,,3489,False
nacido,,3490,False
nacido,nacer,3491,True
fabuloso,,3492,False
desaparecer,,3494,False
potencia,,3495,False
jodida,joder,3504,True
jodida,jodido,3505,False
coincidencia,,3506,False
bandera,,3507,False
adivinar,,3508,False
tubo,,3509,False
partida,,3510,False
partida,partido,3511,False
partida,partir,3512,True
hombro,,3515,False
celebrar,,3520,False
armario,,3521,False
paliza,,3523,False
sabor,,3524,False
lata,,3526,False
serpiente,,3528,False
comité,,3530,False
imaginación,,3534,False
bello,,3536,False
hígado,,3537,False
cierre,,3538,False
cierre,cerrar,3539,True
cabina,,3540,False
pasas,pasar,3542,True
pasas,pasa,3543,False
rastro,,3548,False
anterior,,3550,False
acero,,3551,False
desnudo,,3552,False
desnudo,desnudar,3553,False
comisario,,3554,False
preparar,,3556,False
perdidos,perdido,3557,True
perdidos,perder,3558,True
huevo,,3560,False
armada,,3562,False
armada,armado,3563,False
armada,armar,3564,True
verdaderamente,,3568,False
límite,,3570,False
sacado,,3572,False
sacado,sacar,3573,True
diamante,,3574,False
secuestro,,3575,False
secuestro,secuestrar,3576,False
casco,,3577,False
casco,cascar,3578,False
nene,,3580,False
marcas,marca,3581,False
marcas,marcar,3582,False
jugo,,3585,False
heridos,herido,3586,False
heridos,herir,3587,False
congreso,,3588,False
cementerio,,3589,False
prostituta,,3590,False
terreno,,3593,False
salvado,,3594,False
salvado,salvar,3595,True
igualmente,,3597,False
amén,,3601,False
personalidad,,3603,False
muro,,3604,False
contestar,,3605,False
particular,,3608,False
gimnasio,,3610,False
emocionante,,3611,False
desgracia,,3612,False
científico,,3613,False
terapia,,3615,False
patrulla,,3617,False
globo,,3618,False
despejado,,3619,False
despejado,despejar,3620,False
creado,,3621,False
creado,crear,3622,True
embajador,,3625,False
posiblemente,,3627,False
malvado,,3628,False
dormitorio,,3629,False
despacho,,3630,False
despacho,despachar,3631,False
desagradable,,3632,False
recibo,,3634,False
recibo,recibir,3635,True
nuclear,,3636,False
aprecio,,3645,False
aprecio,apreciar,3646,False
sentimiento,,3647,False
popular,,3648,False
tontería,,3652,False
tiburón,,3657,False
peleas,pelea,3658,False
peleas,pelear,3659,True
organización,,3660,False
infección,,3665,False
decente,,3666,False
logrado,,3667,False
logrado,lograr,3668,True
jersey,,3669,False
amar,,3670,False
pozo,,3674,False
india,,3675,False
india,indio,3676,True
india,India,3677,False
esperado,esperar,3678,True
esperado,,3679,False
enseñar,,3680,False
internet,,3683,False
encanto,,3685,False
encanto,encantar,3686,True
adorable,,3690,False
marihuana,,3696,False
traidor,,3697,False
clínica,,3699,False
clínica,clínico,3700,False
ejercito,ejercitar,3705,False
ejercito,ejército,3706,False
división,,3707,False
sector,,3708,False
perdedor,,3709,False
patrón,,3710,False
crema,,3712,False
planeado,,3713,False
planeado,planear,3714,True
juguete,,3716,False
técnica,,3717,False
nacimiento,,3718,False
destruido,,3723,False
destruido,destruir,3724,False
circo,,3726,False
ascensor,,3727,False
investigar,,3729,False
archivo,,3731,False
presentar,,3733,False
logro,,3734,False
logro,lograr,3735,True
armado,,3738,False
armado,armar,3739,True
apuestas,apuesta,3740,True
apuestas,apostar,3741,True
arrestado,,3742,False
arrestado,arrestar,3743,False
unión,,3744,False
permanecer,,3745,False
móvil,,3747,False
casados,casado,3749,True
casados,casar,3750,True
cañón,,3751,False
tribunal,,3752,False
satélite,,3754,False
falsa,,3757,False
falsa,falso,3758,False
coca,,3759,False
símbolo,,3760,False
pendejo,,3763,False
judío,,3765,False
metal,,3773,False
despedida,,3774,False
despedida,despedido,3775,False
despedida,despedir,3776,False
golf,,3777,False
defender,,3779,False
crecer,,3780,False
comunicación,,3785,False
detenido,,3789,False
detenido,detener,3790,True
prohibido,,3794,False
prohibido,prohibir,3795,False
cargar,,3797,False
junior,,3799,False
acusado,,3802,False
acusado,acusar,3803,False
lealtad,,3805,False
cazador,,3807,False
objeto,,3810,False
sofá,,3811,False
homicidio,,3813,False
electricidad,,3814,False
advertencia,,3815,False
mentir,,3817,False
deuda,,3819,False
celoso,,3820,False
bicicleta,,3821,False
visitas,visita,3823,False
visitas,visitar,3824,False
mejorar,,3825,False
escudo,,3826,False
cueva,,3827,False
levantar,,3829,False
ciertamente,,3831,False
elegante,,3835,False
divorcio,,3836,False
depósito,,3837,False
concierto,,3838,False
transmisión,,3840,False
flor,,3842,False
onda,,3845,False
aliento,,3848,False
academia,,3849,False
sonar,,3850,False
patio,,3852,False
función,,3853,False
palo,,3856,False
internacional,,3857,False
hueso,,3858,False
versión,,3860,False
sacrificio,,3861,False
fotografía,,3864,False
delicioso,,3865,False
zorra,,3867,False
valle,,3868,False
lentamente,,3870,False
encantada,encantado,3871,False
encantada,encantar,3872,True
arreglo,,3873,False
romántico,,3876,False
olvido,,3878,False
olvido,olvidar,3879,True
fascinante,,3880,False
cuadro,,3881,False
wow,,3884,False
sobrino,,3885,False
secuencia,,3886,False
huh,,3888,False
entradas,entrada,3889,True
entradas,entrar,3890,True
resistencia,,3892,False
ayudas,ayuda,3894,False
ayudas,ayudar,3895,True
disponible,,3897,False
civil,,3898,False
caos,,3899,False
muestras,muestra,3903,True
muestras,mostrar,3904,True
lógica,,3905,False
casualidad,,3906,False
rayo,,3908,False
pato,,3909,False
pagado,pagar,3910,True
pagado,,3911,False
máscara,,3912,False
selva,,3915,False
pm,,3916,False
condenado,,3918,False
condenado,condenar,3919,False
cometido,cometer,3920,True
cometido,,3921,False
tragedia,,3925,False
poli,,3926,False
poli,policía,3927,False
charla,,3929,False
charla,charlar,3930,False
básicamente,,3935,False
preparada,preparado,3938,False
preparada,preparar,3939,True
construcción,,3943,False
agarrar,,3945,False
infeliz,,3946,False
rutina,,3951,False
gustar,,3952,False
caída,,3954,False
caída,caído,3955,False
caída,caer,3956,True
almorzar,,3957,False
actividad,,3958,False
coraje,,3961,False
aterrizar,,3963,False
actuación,,3964,False
ayudante,,3966,False
vaca,,3968,False
cirujano,,3969,False
okay,,3972,False
entregar,,3973,False
encerrado,,3974,False
encerrado,encerrar,3975,False
amado,,3979,False
amado,amar,3980,True
piedad,,3983,False
furia,,3986,False
detalle,,3987,False
admitir,,3988,False
respiración,,3990,False
confundido,,3993,False
confundido,confundir,3994,False
sufrimiento,,3996,False
golpear,,3999,False
garaje,,4000,False
revolución,,4002,False
motel,,4003,False
alianza,,4005,False
estupidez,,4006,False
disparado,,4007,False
disparado,disparar,4008,True
miserable,,4011,False
ideal,,4012,False
heroína,,4016,False
vecindario,,4019,False
empleado,,4020,False
empleado,emplear,4021,False
cerebral,,4024,False
plástico,,4025,False
piano,,4026,False
pensamiento,,4027,False
letra,,4028,False
empleados,empleado,4029,False
empleados,emplear,4030,False
dosis,,4031,False
dólar,,4032,False
rifle,,4037,False
renunciar,,4038,False
hoyo,,4040,False
español,,4041,False
rueda,,4043,False
béisbol,,4046,False
regresado,,4047,False
regresado,regresar,4048,True
ja,,4050,False
sesión,,4051,False
comprender,,4052,False
montar,,4054,False
espía,,4056,False
espía,espiar,4057,False
salto,,4059,False
salto,saltar,4060,True
impacto,,4062,False
emoción,,4063,False
comando,,4065,False
autorización,,4066,False
informes,informe,4067,False
informes,informar,4068,False
honestamente,,4069,False
existencia,,4070,False
clara,claro,4073,False
clara,,4074,False
alcanzar,,4075,False
octubre,,4077,False
barato,,4079,False
apostar,,4080,False
grano,,4083,False
progreso,,4087,False
progreso,progresar,4088,False
ocurrir,,4090,False
secretario,,4093,False
rusia,Rusia,4094,False
rusia,,4095,False
gatito,,4097,False
gatito,gato,4098,True
colección,,4100,False
sufrido,,4102,False
sufrido,sufrir,4103,False
helena,heleno,4105,False
helena,Helena,4106,False
terror,,4107,False
salva,salvar,4108,True
salva,salvo,4109,False
salva,,4110,False
lanza,,4113,False
lanza,lanzar,4114,True
quince,,4116,False
prometido,,4117,False
prometido,prometer,4118,True
preciso,,4119,False
pirata,,4120,False
moral,,4121,False
moneda,,4122,False
bajas,bajo,4127,False
bajas,baja,4128,False
mínimo,,4133,False
escondido,,4135,False
escondido,esconder,4136,True
demostrar,,4137,False
perrito,,4138,False
perrito,perro,4139,False
experimento,,4142,False
diseño,,4144,False
diseño,diseñar,4145,False
barra,,4146,False
barra,barrer,4147,False
anciano,,4148,False
alfombra,,4149,False
alfombra,alfombrar,4150,False
actriz,,4151,False
tono,,4152,False
remedio,,4154,False
listas,lista,4155,False
listas,listo,4156,True
gris,,4157,False
disfrutar,,4160,False
sentada,sentado,4163,False
sentada,sentar,4164,True
japonés,,4166,False
campeonato,,4174,False
reír,,4177,False
prima,,4178,False
maricón,,4179,False
periodista,,4181,False
estelar,,4183,False
escritor,,4184,False
adecuado,,4187,False
terrorista,,4188,False
hierro,,4189,False
enterrado,,4190,False
enterrado,enterrar,4191,False
sincero,,4192,False
positivo,,4194,False
petróleo,,4199,False
encargado,,4200,False
encargado,encargar,4201,True
capítulo,,4202,False
breve,,4205,False
sed,,4208,False
patético,,4209,False
carácter,,4212,False
plaza,,4214,False
obispo,,4215,False
involucrado,,4218,False
involucrado,involucrar,4219,False
prácticamente,,4224,False
costado,,4227,False
costado,costar,4228,True
conducta,,4229,False
médica,,4232,False
médica,médico,4233,True
manzana,,4234,False
escuadrón,,4235,False
gallina,,4238,False
borde,,4240,False
actual,,4242,False
inconsciente,,4245,False
cuartel,,4250,False
consciente,,4251,False
residencia,,4254,False
grasa,,4257,False
recepción,,4260,False
explotar,,4262,False
corona,,4263,False
calidad,,4265,False
asesina,,4267,False
asesina,asesino,4268,False
asesina,asesinar,4269,True
absurdo,,4270,False
revés,,4271,False
producto,,4272,False
apagar,,4277,False
práctica,,4279,False
francamente,,4281,False
vecino,,4283,False
trozo,,4284,False
tómate,tomar,4285,True
tómate,tomate,4286,False
tercero,,4287,False
manual,,4290,False
cercano,,4292,False
pasta,,4299,False
pasta,pastar,4300,False
limpieza,,4304,False
estadounidense,,4305,False
enojada,enojado,4306,True
enojada,enojar,4307,False
desafortunadamente,,4308,False
pinta,,4310,False
pinta,pintar,4311,False
cocinar,,4314,False
cima,,4315,False
atractivo,,4316,False
interrumpir,,4320,False
apropiado,,4322,False
presentimiento,,4323,False
deporte,,4328,False
ceremonia,,4333,False
tina,,4334,False
muelle,,4335,False
desconocido,,4338,False
desconocido,desconocer,4339,False
refugio,,4341,False
refugio,refugiar,4342,False
arruinado,,4346,False
arruinado,arruinar,4347,True
vomitar,,4348,False
disfraz,,4351,False
arreglado,,4353,False
arreglado,arreglar,4354,True
razonable,,4359,False
puesta,,4360,False
puesta,puesto,4361,True
puesta,poner,4362,True
masaje,,4363,False
extranjero,,4366,False
apellido,,4368,False
alguacil,,4369,False
temporal,,4370,False
mayo,,4372,False
egoísta,,4373,False
aceite,,4374,False
miércoles,,4376,False
anuncio,,4380,False
tirado,,4381,False
tirado,tirar,4382,True
notado,,4383,False
notado,notar,4384,False
césar,,4391,False
césar,César,4392,False
comprado,,4393,False
comprado,comprar,4394,True
cocaína,,4395,False
amarillo,,4396,False
maldad,,4400,False
eliminar,,4402,False
corbata,,4403,False
atrapados,atrapado,4404,False
atrapados,atrapar,4405,True
medalla,,4408,False
jaula,,4410,False
chofer,,4412,False
informado,,4413,False
informado,informar,4414,False
fatal,,4415,False
enfadado,,4416,False
enfadado,enfadar,4417,False
cubierto,,4418,False
cubierto,cubrir,4419,True
compañera,,4420,False
ronda,,4421,False
ronda,rondar,4422,False
cobra,,4423,False
cobra,cobrar,4424,False
cantante,,4425,False
abrazo,,4426,False
abrazo,abrazar,4427,False
gravedad,,4432,False
collar,,4436,False
cincuenta,,4437,False
naturalmente,,4439,False
embajada,,4440,False
desayunar,,4441,False
aéreo,,4447,False
traición,,4448,False
molestar,,4454,False
italiano,,4455,False
ave,,4459,False
monje,,4464,False
escoger,,4467,False
pico,,4470,False
priorato,,4474,False
industria,,4476,False
cretino,,4477,False
cafetería,,4478,False
cabaña,,4479,False
aparecer,,4480,False
tradición,,4481,False
suelto,,4482,False
suelto,soltar,4483,True
publicidad,,4484,False
pares,parar,4485,True
pares,par,4486,False
medida,,4488,False
medida,medir,4489,False
dieta,,4491,False
capa,,4492,False
sincronizado,,4494,False
sincronizado,sincronizar,4495,False
historial,,4496,False
guión,,4497,False
enano,,4498,False
devolver,,4499,False
solitario,,4500,False
desnuda,desnudo,4502,False
desnuda,desnudar,4503,False
vaquero,,4504,False
sano,,4507,False
liga,,4509,False
liga,ligar,4510,False
gerente,,4511,False
caridad,,4512,False
armados,armado,4513,False
armados,armar,4514,True
religión,,4516,False
rezar,,4519,False
niñera,,4522,False
naranja,,4523,False
naranja,naranjo,4524,False
jugada,,4526,False
jugada,jugar,4527,True
cohete,,4530,False
maletín,,4540,False
lenguaje,,4541,False
invitación,,4542,False
audiencia,,4547,False
agenda,,4548,False
sensible,,4550,False
reverendo,,4551,False
cazar,,4553,False
retiro,,4557,False
retiro,retirar,4558,True
juventud,,4567,False
payaso,,4573,False
fama,,4575,False
engaño,,4576,False
engaño,engañar,4577,True
distrito,,4578,False
ciudadano,,4580,False
equipaje,,4582,False
ubicación,,4584,False
junio,,4588,False
extremadamente,,4589,False
traducción,,4591,False
típico,,4596,False
reserva,,4597,False
reserva,reservar,4598,False
propuesta,,4599,False
propuesta,propuesto,4600,False
propuesta,proponer,4601,False
plataforma,,4602,False
mago,,4603,False
linea,,4604,False
tabaco,,4607,False
dormida,dormido,4609,False
dormida,dormir,4610,True
causar,,4612,False
temer,,4613,False
rollo,,4615,False
hechizo,,4616,False
hechizo,hechizar,4617,False
gusano,,4618,False
guau,,4619,False
horario,,4624,False
concurso,,4628,False
autopista,,4629,False
vendedor,,4631,False
radar,,4634,False
expresión,,4635,False
exposición,,4641,False
aterrizaje,,4644,False
sorprendente,,4647,False
echado,,4651,False
echado,echar,4652,True
cortado,,4654,False
cortado,cortar,4655,True
abiertos,abierto,4657,False
abiertos,abrir,4658,True
zapato,,4659,False
preso,,4660,False
lastimar,,4661,False
secretaria,,4665,False
queridos,querido,4666,False
queridos,querer,4667,True
cuero,,4669,False
confesión,,4670,False
círculo,,4671,False
química,,4673,False
obras,obra,4674,False
obras,obrar,4675,False
invisible,,4678,False
fase,,4679,False
adulto,,4682,False
pastor,,4685,False
llegada,,4686,False
llegada,llegar,4687,True
gatillo,,4688,False
jovencita,,4695,False
dibujo,,4696,False
dibujo,dibujar,4697,False
británico,,4698,False
balboa,,4699,False
psiquiatra,,4700,False
negociar,,4702,False
formar,,4703,False
fiel,,4704,False
diosa,,4705,False
ala,,4707,False
abril,,4708,False
atender,,4712,False
oreja,,4714,False
cumplido,,4718,False
cumplido,cumplir,4719,True
brindis,,4720,False
villa,,4721,False
trono,,4722,False
sentados,sentado,4724,False
sentados,sentar,4725,True
samurai,,4726,False
producción,,4729,False
lavar,,4731,False
jazz,,4732,False
extraordinario,,4733,False
causado,,4734,False
causado,causar,4735,True
estable,,4740,False
instinto,,4745,False
episodio,,4746,False
aniversario,,4748,False
rango,,4752,False
preocupación,,4753,False
fenómeno,,4757,False
demanda,,4759,False
demanda,demandar,4760,False
creó,creer,4761,True
asegurar,,4762,False
molestia,,4765,False
extremo,,4766,False
debilidad,,4767,False
compasión,,4768,False
aproximadamente,,4770,False
administración,,4772,False
reconocimiento,,4773,False
recientemente,,4774,False
practicar,,4775,False
pandilla,,4777,False
miss,,4778,False
mates,matar,4779,True
mates,mate,4780,False
sueldo,,4784,False
significado,,4786,False
significado,significar,4787,True
medidas,medida,4789,False
medidas,medir,4790,False
guitarra,,4791,False
custodia,,4792,False
risa,,4796,False
quemar,,4797,False
lectura,,4800,False
considerado,,4802,False
considerado,considerar,4803,True
cometer,,4804,False
satisfecho,,4807,False
satisfecho,satisfacer,4808,False
saludable,,4809,False
lanzar,,4810,False
hoja,,4811,False
concepto,,4813,False
colgar,,4814,False
renta,,4816,False
renta,rentar,4817,False
mediodía,,4820,False
influencia,,4821,False
figura,,4823,False
figura,figurar,4824,False
ensayo,,4825,False
ensayo,ensayar,4826,False
político,,4829,False
once,,4831,False
graduación,,4833,False
frase,,4834,False
toalla,,4838,False
corredor,,4845,False
atravesar,,4846,False
eternidad,,4850,False
acuerda,acuerdo,4853,False
poema,,4857,False
espiritual,,4859,False
costumbre,,4860,False
cabra,,4862,False
alquiler,,4863,False
vencido,,4864,False
vencido,vencer,4865,True
vela,,4866,False
vela,velar,4867,False
quinto,,4870,False
generación,,4873,False
formación,,4874,False
estructura,,4875,False
complejo,,4877,False
temor,,4880,False
república,,4881,False
presentación,,4883,False
pirámide,,4884,False
oficialmente,,4885,False
maquillaje,,4886,False
guardaespaldas,,4887,False
bendición,,4891,False
semejante,,4893,False
cultura,,4896,False
representante,,4900,False
prestado,,4901,False
prestado,prestar,4902,False
posesión,,4903,False
capital,,4920,False
ánimo,,4922,False
utilizar,,4923,False
gafas,,4926,False
maíz,,4930,False
estacionamiento,,4931,False
contactos,contacto,4932,True
contactos,contactar,4933,False
aguja,,4934,False
fortaleza,,4939,False
corea,,4940,False
conversar,,4941,False
volante,,4944,False
data,,4947,False
civilización,,4949,False
arruinar,,4951,False
vampiro,,4952,False
violación,,4961,False
hemorragia,,4962,False
fianza,,4963,False
docena,,4964,False
centavo,,4965,False
célula,,4966,False
callado,,4968,False
callado,callar,4969,True
rodilla,,4970,False
profundamente,,4972,False
furioso,,4975,False
cicatriz,,4979,False
bebidas,bebida,4980,False
bebidas,bebido,4981,False
bebidas,beber,4982,True
policial,,4985,False
pasear,,4986,False
masa,,4987,False
global,,4989,False
escapado,,4990,False
escapado,escapar,4991,True
aparato,,4995,False
sostén,,4996,False
sostén,sostener,4997,False
realizar,,4998,False
comisión,,5002,False
vidrio,,5003,False
presa,,5004,False
presa,preso,5005,True
ocupados,ocupado,5006,True
ocupados,ocupar,5007,False
morfina,,5008,False
columna,,5010,False
ocultar,,5014,False
objeción,,5015,False
largas,largo,5017,True
largas,largar,5018,True
generalmente,,5019,False
cubrir,,5021,False
tenis,,5023,False
potencial,,5025,False
plano,,5026,False
escala,,5028,False
escala,escalar,5029,False
enfrentar,,5030,False
cuánta,cuánto,5031,False
cuánta,cuanto,5032,True
sobra,,5033,False
sobra,sobrar,5034,False
rumor,,5035,False
león,,5038,False
barbara,bárbaro,5043,False
barbara,Barbara,5044,False
voto,,5046,False
voto,votar,5047,False
reto,,5050,False
reto,retar,5051,False
infarto,,5053,False
cuyo,,5054,False
boleto,,5056,False
besar,,5057,False
portal,,5058,False
monte,,5060,False
discusión,,5061,False
digno,,5062,False
considerar,,5065,False
poción,,5067,False
generoso,,5070,False
estatua,,5071,False
convencer,,5072,False
conocida,,5073,False
conocida,conocido,5074,True
conocida,conocer,5075,True
aceptado,,5077,False
aceptado,aceptar,5078,True
rob,,5079,False
rob,Rob,5080,False
importar,,5081,False
fracaso,,5082,False
fracaso,fracasar,5083,False
sorprendido,,5086,False
sorprendido,sorprender,5087,True
protegido,,5088,False
protegido,proteger,5089,True
conflicto,,5094,False
seco,,5096,False
convencido,,5101,False
convencido,convencer,5102,True
mencionar,,5107,False
arco,,5113,False
talvez,,5116,False
quejas,queja,5119,True
quejas,quejar,5120,False
marica,,5123,False
acostumbrado,,5128,False
acostumbrado,acostumbrar,5129,False
torneo,,5130,False
torneo,tornear,5131,False
kg,,5136,False
kg,kilogramo,5137,False
confirmado,,5139,False
confirmado,confirmar,5140,False
quirófano,,5142,False
origen,,5144,False
fusión,,5145,False
pasaje,,5151,False
lavado,,5153,False
lavado,lavar,5154,True
galaxia,,5155,False
doloroso,,5157,False
perfil,,5161,False
lola,,5164,False
lola,lolo,5165,False
lola,Lola,5166,False
lentes,,5168,False
engañar,,5169,False
bate,,5171,False
bate,batir,5172,False
automático,,5173,False
heredero,,5179,False
canadá,Canadá,5181,False
porno,,5185,False
lejano,,5186,False
intercambio,,5187,False
intercambio,intercambiar,5188,False
cuan,,5191,False
champaña,,5192,False
terminal,,5194,False
rita,rito,5195,False
rita,Rita,5196,False
poesía,,5197,False
ensalada,,5200,False
convertir,,5201,False
autopsia,,5203,False
tristeza,,5204,False
tiendas,tender,5206,False
mafia,,5207,False
almacén,,5213,False
productor,,5216,False
permitido,,5217,False
permitido,permitir,5218,True
interno,,5221,False
interna,internar,5223,False
infantil,,5224,False
españa,España,5225,False
combinación,,5227,False
esencia,,5232,False
bingo,,5234,False
sordo,,5235,False
rancho,,5237,False
enterado,,5242,False
enterado,enterar,5243,False
documento,,5244,False
vencer,,5245,False
período,,5248,False
mercancía,,5251,False
lastimado,,5252,False
lastimado,lastimar,5253,True
hueco,,5255,False
evento,,5257,False
crecido,,5260,False
crecido,crecer,5261,True
conspiración,,5262,False
avenida,,5263,False
tremendo,,5264,False
sabias,saber,5267,True
raya,,5268,False
raya,rayar,5269,False
invitar,,5271,False
flecha,,5274,False
derrota,,5275,False
llenar,,5278,False
fingir,,5281,False
estrategia,,5282,False
cómoda,,5285,False
jefa,,5296,False
fallo,,5297,False
fallo,fallar,5298,False
dispositivo,,5300,False
agradecido,,5304,False
agradecido,agradecer,5305,False
sida,SIDA,5308,False
lujo,,5311,False
láser,,5312,False
importe,,5313,False
importe,importar,5314,True
físico,,5315,False
fantasía,,5322,False
curar,,5325,False
comidas,comido,5327,False
comidas,comer,5328,True
pacífico,,5330,False
oler,,5331,False
certeza,,5334,False
submarino,,5338,False
pesa,,5340,False
pesa,pesar,5341,False
judas,,5342,False
idioma,,5343,False
identificar,,5344,False
sospecha,,5348,False
sospecha,sospechar,5349,False
observación,,5350,False
manejo,,5352,False
manejo,manejar,5353,True
divino,,5356,False
divertida,divertir,5358,True
despegue,,5359,False
despegue,despegar,5360,False
volumen,,5362,False
hada,,5367,False
alegre,,5368,False
sabiduría,,5371,False
prioridad,,5372,False
pluma,,5373,False
misil,,5374,False
mansión,,5375,False
alejado,,5381,False
alejado,alejar,5382,False
soltero,,5383,False
mascota,,5385,False
dentista,,5387,False
cogido,,5388,False
cogido,coger,5389,True
batería,,5390,False
visual,,5391,False
niebla,,5394,False
desfile,,5397,False
desfile,desfilar,5398,False
continua,continuar,5401,True
beca,,5403,False
adolescente,,5404,False
fotógrafo,,5409,False
atmósfera,,5414,False
presupuesto,,5418,False
persecución,,5419,False
cortes,cortar,5423,True
núcleo,,5427,False
multitud,,5428,False
delta,,5431,False
asociación,,5432,False
profesión,,5434,False
pelotón,,5435,False
paro,,5436,False
paro,parar,5437,True
creído,,5440,False
creído,creer,5441,True
cosecha,,5442,False
cosecha,cosechar,5443,False
agallas,,5445,False
agallas,agalla,5446,False
vendido,,5447,False
vendido,vender,5448,True
tortura,,5449,False
tortura,torturar,5450,False
retirado,,5453,False
retirado,retirar,5454,True
desorden,,5457,False
desarrollo,,5458,False
desarrollo,desarollar,5459,False
vodka,,5461,False
violento,,5462,False
vestida,vestir,5464,False
balón,,5466,False
población,,5467,False
leal,,5471,False
jo,,5472,False
federación,,5473,False
valioso,,5478,False
profesora,,5479,False
misericordia,,5480,False
mancha,,5481,False
mancha,manchar,5482,False
ilusión,,5483,False
generador,,5486,False
despedir,,5489,False
cuerdas,cuerdo,5491,False
cráneo,,5492,False
champán,,5493,False
cartel,,5494,False
campana,,5495,False
avanzar,,5501,False
técnicamente,,5502,False
remoto,,5503,False
pega,,5505,False
pega,pegar,5506,True
nido,,5508,False
gota,,5510,False
fracasado,,5511,False
fracasado,fracasar,5512,False
eco,,5515,False
plantas,plantar,5526,False
oculta,ocultar,5528,True
cm,,5533,False
cm,centímetro,5534,False
asesinar,,5535,False
agosto,,5536,False
rojas,rojo,5538,True
pantano,,5539,False
impresionado,,5543,False
impresionado,impresionar,5544,False
dirigir,,5545,False
diciembre,,5546,False
conectado,,5548,False
conectado,conectar,5549,False
sinceramente,,5551,False
relacionado,,5552,False
relacionado,relacionar,5553,False
espantoso,,5556,False
confidencial,,5561,False
baúl,,5563,False
aumento,,5565,False
aumento,aumentar,5566,False
ascenso,,5567,False
testimonio,,5568,False
ofrecer,,5572,False
jabón,,5575,False
hamburguesa,,5576,False
beneficio,,5580,False
receta,,5583,False
receta,recetar,5584,False
misterioso,,5586,False
esconder,,5587,False
callejón,,5590,False
rudo,,5594,False
delito,,5599,False
atacado,,5600,False
atacado,atacar,5601,True
sentencia,,5603,False
participar,,5606,False
pagas,paga,5608,True
excepción,,5611,False
engañado,,5613,False
engañado,engañar,5614,True
corporación,,5616,False
seca,secar,5621,False
pescar,,5623,False
niñita,,5633,False
disciplina,,5636,False
arriesgado,,5638,False
arriesgado,arriesgar,5639,False
arquitecto,,5640,False
tiroteo,,5643,False
ratón,,5646,False
masacre,,5651,False
infancia,,5652,False
indio,,5653,False
homosexual,,5654,False
chance,,5655,False
barba,,5656,False
susto,,5659,False
sabio,,5662,False
romance,,5663,False
petición,,5664,False
orinar,,5666,False
macho,,5667,False
profundidad,,5671,False
permanente,,5673,False
atrapada,atrapar,5678,True
tímido,,5681,False
ola,,5682,False
diana,,5684,False
diana,Diana,5685,False
nacer,,5689,False
mona,,5690,False
mona,mono,5691,True
mm,,5692,False
mm,milímetro,5693,False
increíblemente,,5694,False
despegar,,5695,False
comentario,,5696,False
ramera,,5698,False
perfume,,5699,False
obligado,,5702,False
obligado,obligar,5703,False
noviembre,,5704,False
fallado,,5707,False
fallado,fallar,5708,False
camiseta,,5712,False
resistir,,5715,False
pavo,,5716,False
