word,rank,lemma,duplicate
autorizado,6093,autorizado,False
armadura,6095,armadura,False
sobrevivió,6096,sobrevivir,False
preocupados,6097,preocupado,False
ocasiones,6099,ocasión,True
necesitarás,6100,necesitar,True
mutante,6101,mutante,True
músculos,6102,músculo,False
mantienen,6103,mantener,True
justa,6104,justo,False
increíbles,6105,increíble,True
incómodo,6106,incómodo,False
harta,6107,harto,False
expedición,6109,expedición,False
esfuerzos,6110,esfuerzo,False
directa,6111,directo,False
deberes,6112,deber,True
contratado,6113,contratado,False
usé,6115,usar,True
sentar,6116,sentar,True
presentes,6117,presente,False
mierdas,6119,mierda,False
llamaban,6121,llamar,True
darás,6123,dar,True
créame,6124,creer,True
busquemos,6125,buscar,True
afirmativo,6126,afirmativo,False
admito,6127,admitir,True
rodeado,6130,rodeado,False
reparar,6132,reparar,False
quitó,6133,quitar,True
patada,6134,patada,False
lea,6135,leer,True
jugado,6136,jugar,True
humilde,6137,humilde,False
encantó,6138,encantar,True
encantará,6139,encantar,True
elefante,6140,elefante,False
echaré,6141,echar,True
demostración,6142,demostración,False
creación,6143,creación,False
compañia,6144,compañia,False
camaradas,6145,camarada,False
bebido,6146,bebido,False
bata,6148,bata,False
soga,6150,soga,False
signos,6151,signo,False
sentirte,6152,sentir,True
póngase,6153,poner,True
perderé,6154,perder,True
pegar,6155,pegar,True
ondas,6156,onda,True
mapas,6157,mapa,True
mantenerte,6158,mantener,True
llenos,6159,lleno,False
intentes,6160,intentar,True
informar,6161,informar,False
independiente,6162,independiente,False
fuéramos,6163,ir,True
encontrarnos,6165,encontrar,True
distintas,6166,distinto,True
conque,6167,conque,False
conozcas,6168,conocer,True
cometa,6169,cometa,False
acostado,6171,acostado,False
pentágono,6173,pentágono,False
pensaría,6174,pensar,True
galería,6175,galería,False
duermo,6176,dormir,True
decepcionado,6177,decepcionado,False
blancas,6178,blanco,False
bajó,6179,bajar,True
ausencia,6180,ausencia,False
usaste,6182,usar,True
suma,6183,suma,False
ogro,6185,ogro,False
griego,6186,griego,True
caballería,6187,caballería,False
bondad,6188,bondad,False
bolsillos,6189,bolsillo,False
avanzada,6190,avanzado,False
ancestros,6192,ancestro,False
alturas,6193,altura,False
puño,6194,puño,False
otoño,6195,otoño,False
mande,6197,mandar,True
ligera,6198,ligero,False
iris,6199,iris,False
horno,6200,horno,False
grosero,6201,grosero,False
elementos,6202,elemento,False
debías,6203,deber,True
culpo,6204,culpar,True
comencemos,6205,comenzar,True
bebo,6206,beber,True
veloz,6207,veloz,False
telefónica,6208,telefónico,False
tatuaje,6209,tatuaje,False
sácalo,6210,sacar,True
resuelto,6211,resuelto,False
quedaría,6213,quedar,True
pais,6214,país,True
nocturno,6215,nocturno,False
líquido,6216,líquido,False
filas,6217,fila,False
estes,6218,estar,True
espías,6219,espía,False
especialidad,6220,especialidad,False
aves,6221,ave,True
amables,6222,amable,True
uniformes,6223,uniforme,False
sentirlo,6224,sentir,True
retrocede,6225,retroceder,True
rebelde,6227,rebelde,True
plena,6228,pleno,False
pervertido,6229,pervertido,False
obedecer,6231,obedecer,False
mentido,6232,mentido,False
matara,6234,matar,True
llamarla,6235,llamar,True
jade,6236,jade,False
entienda,6237,entender,True
ego,6238,ego,False
echó,6239,echar,True
considero,6240,considerar,True
cobardes,6241,cobarde,True
césped,6242,césped,False
capullo,6243,capullo,False
baños,6244,baño,False
supervivencia,6245,supervivencia,False
soñado,6246,soñado,False
separados,6248,separado,False
respirando,6250,respirar,False
negras,6251,negro,False
infantería,6252,infantería,False
identificado,6253,identificado,False
honesta,6255,honesto,False
hambriento,6256,hambriento,False
escribo,6257,escribir,True
despedirme,6258,despedir,False
demos,6259,dar,True
cortesía,6260,cortesía,False
colonia,6261,colonia,False
ayudes,6262,ayudar,True
amiguito,6263,amiguito,False
alfa,6265,alfa,False
temen,6266,temer,True
suéltenme,6267,soltar,True
sensacional,6268,sensacional,False
sacarle,6269,sacar,True
prostitutas,6270,prostituta,True
pondrás,6271,poner,True
literalmente,6272,literalmente,False
licor,6273,licor,False
juzgar,6274,juzgar,False
equilibrio,6275,equilibrio,False
envíen,6276,enviar,True
entregado,6277,entregado,False
corazon,6279,corazón,True
boxeador,6282,boxeador,False
bahía,6283,bahía,False
usen,6284,usar,True
taller,6285,taller,False
rompiste,6286,romper,True
quitaron,6287,quitar,True
patatas,6288,patata,False
operar,6289,operar,False
mochila,6290,mochila,False
interesada,6291,interesado,False
inspiración,6293,inspiración,False
explicaré,6294,explicar,True
estuviese,6295,estar,True
enero,6296,enero,False
claudia,6298,claudia,False
lógico,6300,lógico,False
islas,6301,isla,True
insignificante,6302,insignificante,False
hermandad,6303,hermandad,False
goma,6304,goma,False
franco,6305,franco,False
duermes,6307,dormir,True
chimenea,6308,chimenea,False
trataron,6309,tratar,True
tardará,6310,tardar,False
sábanas,6311,sábana,False
polo,6312,polo,False
podia,6313,poder,True
perspectiva,6314,perspectiva,False
papás,6315,papá,False
ministerio,6316,ministerio,False
gesto,6317,gesto,False
fumando,6319,fumar,False
disfrutando,6320,disfrutar,True
debas,6321,deber,True
culpar,6322,culpar,True
atreve,6323,atrever,True
arriesgar,6324,arriesgar,False
arabia,6325,Arabia,False
vital,6327,vital,False
túneles,6328,túnel,True
transferencia,6329,transferencia,False
suicidó,6330,suicidar,False
sucios,6331,sucio,True
seguida,6332,en,False
regresamos,6336,regresar,True
recibirá,6337,recibir,True
oculto,6338,oculto,False
honorable,6340,honorable,False
hmm,6341,hmm,False
generaciones,6342,generación,True
escolar,6343,escolar,False
dámela,6344,dar,True
controlado,6345,controlado,False
constantemente,6347,constantemente,False
cheques,6348,cheque,True
bromeo,6349,bromear,True
australia,6350,Australia,False
asegurarnos,6351,asegurar,True
apetito,6352,apetito,False
vivió,6353,vivir,True
vías,6354,vía,True
piden,6355,pedir,True
órbita,6356,órbita,False
manzanas,6357,manzana,True
interesantes,6358,interesante,True
herir,6359,herir,True
exámenes,6360,examen,True
enfadada,6361,enfadado,False
cuadras,6363,cuadra,False
cometí,6364,cometer,True
colorado,6365,colorado,False
asia,6367,Asia,False
término,6368,término,True
síndrome,6369,síndrome,False
refrigerador,6370,refrigerador,False
ofrezco,6371,ofrecer,True
mentiste,6372,mentir,True
manejarlo,6374,manejar,True
especialista,6375,especialista,False
dejarlos,6376,dejar,True
crucero,6377,crucero,False
avísame,6378,avisar,True
ardiendo,6379,arder,False
saludar,6380,saludar,True
papito,6381,papito,False
oficio,6383,oficio,False
metieron,6384,meter,True
estadounidenses,6385,estadounidense,True
divertirnos,6386,divertir,True
cuentan,6387,contar,True
toneladas,6388,tonelada,False
tobillo,6389,tobillo,False
técnico,6390,técnico,False
saudita,6391,Arabia,False
salvador,6393,salvador,False
sabré,6394,saber,True
presta,6395,prestar,False
naciste,6397,nacer,True
mostró,6398,mostrar,True
moderna,6399,moderno,False
mito,6400,mito,False
juramento,6401,juramento,False
garras,6402,garra,False
consejero,6403,consejero,False
confusión,6404,confusión,False
aguarda,6405,aguardar,False
vuestras,6406,vuestro,True
ventas,6407,venta,False
sirviente,6408,sirviente,False
sierra,6409,sierra,False
serios,6410,serio,False
pónganse,6411,poner,True
perderte,6412,perder,True
juegan,6413,jugar,True
indicado,6414,indicado,False
entrenado,6416,entrenado,False
enteré,6418,enterar,False
enhorabuena,6419,enhorabuena,False
cuba,6420,Cuba,False
cruce,6421,cruce,False
crean,6423,crear,True
contarme,6424,contar,True
cancelar,6425,cancelar,False
callar,6426,callar,True
aceptarlo,6427,aceptar,True
suite,6428,suite,False
soñar,6429,soñar,True
provisiones,6430,provisión,False
preferido,6431,preferido,False
normas,6433,norma,False
mientas,6434,mentir,True
mandé,6435,mandar,True
mandado,6436,mandado,False
llámeme,6438,llamar,True
huella,6439,huella,False
gilipollas,6440,gilipollas,False
fingiendo,6441,fingir,True
eterno,6442,eterno,True
escopeta,6443,escopeta,False
divertirse,6444,divertir,True
distintos,6445,distinto,True
desesperado,6446,desesperado,False
bailarina,6448,bailarina,False
alimentar,6450,alimentar,False
adora,6451,adorar,True
simpático,6452,simpático,False
ridícula,6453,ridículo,False
respetar,6454,respetar,False
rabia,6455,rabia,False
presentó,6457,presentar,True
poderosos,6458,poderoso,True
pito,6459,pito,False
perla,6461,perla,False
pendiente,6462,pendiente,False
maestros,6463,maestro,True
humanas,6464,humano,True
estare,6465,estar,True
escuchame,6466,escuchar,True
entere,6467,enterar,False
bésame,6468,besar,True
suicida,6469,suicida,False
suelten,6470,soltar,True
sobrina,6471,sobrina,False
presentarte,6472,presentar,True
padrino,6473,padrino,False
fractura,6474,fractura,False
explicarte,6476,explicar,True
escuches,6477,escuchar,True
envío,6478,envío,False
enterrar,6480,enterrar,False
destrozado,6481,destrozado,False
dejarle,6483,dejar,True
condicional,6484,condicional,False
cometió,6485,cometer,True
avergonzado,6486,avergonzado,False
artículos,6488,artículo,False
victima,6491,víctima,True
val,6492,val,False
símbolos,6493,símbolo,True
saltó,6494,saltar,True
repetir,6495,repetir,False
pelos,6496,pelo,True
organizado,6497,organizado,False
novato,6499,novato,False
localizar,6500,localizar,False
lindas,6501,lindo,True
intentan,6502,intentar,True
estara,6503,estar,True
enamorados,6504,enamorado,True
discutiendo,6506,discutir,False
cajón,6507,cajón,False
aliados,6508,aliado,False
águila,6510,águila,False
sugiere,6511,sugerir,True
sexto,6512,sexto,False
retirarse,6513,retirar,True
protector,6515,protector,False
presos,6516,preso,True
pidieron,6517,pedir,True
mide,6518,medir,False
materia,6519,materia,False
hueón,6520,hueón,False
gentil,6522,gentil,False
enlace,6524,enlace,False
dorado,6525,dorado,False
discúlpenme,6527,disculpar,True
dejare,6528,dejar,True
competir,6530,competir,False
auténtico,6531,auténtico,False
anuncios,6532,anuncio,True
afortunadamente,6533,afortunadamente,False
siesta,6534,siesta,False
sentidos,6535,sentido,False
principales,6537,principal,False
mátame,6538,matar,True
hallé,6539,hallar,False
girar,6540,girar,False
extraterrestre,6541,extraterrestre,False
egipto,6542,Egipto,False
canciller,6543,canciller,False
valores,6544,valor,False
recibiste,6545,recibir,True
quítense,6546,quitar,True
protocolo,6547,protocolo,False
preocuparme,6548,preocupar,True
pacto,6549,pacto,False
módulo,6551,módulo,False
inteligentes,6552,inteligente,True
imaginaba,6553,imaginar,True
huracán,6554,huracán,False
dejaba,6555,dejar,True
canales,6556,canal,False
buscaremos,6557,buscar,True
botellas,6558,botella,False
billones,6559,billón,False
atraparlo,6560,atrapar,True
arrestar,6561,arrestar,False
acento,6562,acento,False
accidentes,6563,accidente,False
vientre,6564,vientre,False
tomaría,6565,tomar,True
timón,6566,timón,False
tabla,6567,tabla,False
sacando,6568,sacar,True
pintar,6569,pintar,False
particularmente,6570,particularmente,False
palma,6571,palma,False
organizar,6573,organizar,False
llevarán,6574,llevar,True
llamaría,6575,llamar,True
irlandés,6576,irlandés,False
esperes,6577,esperar,True
crecí,6578,crecer,True
as,6579,as,False
agarró,6580,agarrar,True
voluntario,6581,voluntario,False
vivirá,6582,vivir,True
vigilar,6583,vigilar,True
vestíbulo,6584,vestíbulo,False
soltar,6585,soltar,True
siguientes,6586,siguiente,True
residentes,6587,residente,False
leíste,6588,leer,True
hacha,6589,hacha,False
felicito,6590,felicitar,False
enojar,6591,enojar,False
ejercicios,6592,ejercicio,True
drogado,6593,drogado,False
cagar,6595,cagar,False
traducido,6596,traducido,False
suplico,6598,suplicar,False
salario,6599,salario,False
préstamo,6600,préstamo,False
mensajero,6601,mensajero,False
granjero,6602,granjero,False
filosofía,6603,filosofía,False
faltaba,6604,faltar,True
explosivo,6605,explosivo,True
diagnóstico,6606,diagnóstico,False
cardíaco,6607,cardíaco,False
bosques,6608,bosque,True
acabé,6609,acabar,True
tomate,6610,tomate,False
quitarle,6612,quitar,True
magneto,6613,magneto,False
lance,6614,lance,False
huyó,6616,huir,True
hilo,6617,hilo,False
hablará,6618,hablar,True
gemelos,6619,gemelo,False
eligió,6620,elegir,True
doler,6621,doler,True
artistas,6624,artista,False
aceptas,6625,aceptar,True
acabando,6626,acabar,True
torpe,6627,torpe,False
sobrevivientes,6628,sobreviviente,False
saldrás,6629,salir,True
región,6630,región,False
produce,6631,producir,False
post,6632,post,False
obsesionado,6633,obsesionado,False
descubre,6635,descubrir,True
cerró,6636,cerrar,True
cayeron,6637,caer,True
casé,6638,casar,True
automóvil,6639,automóvil,False
atiende,6640,atender,True
voló,6641,volar,True
ruinas,6642,ruina,False
orilla,6644,orilla,False
mañanas,6645,mañana,False
magnífica,6646,magnífico,False
excitante,6647,excitante,False
enseñarles,6648,enseñar,True
comenzaron,6649,comenzar,True
cerradas,6650,cerrado,True
celosa,6651,celoso,True
batallón,6652,batallón,False
atrae,6653,atraer,False
apresúrate,6654,apresurar,False
rojos,6655,rojo,True
ofender,6656,ofender,False
novela,6657,novela,False
nazis,6658,nazi,False
muros,6659,muro,True
limpias,6660,limpio,True
espectacular,6661,espectacular,False
empiecen,6662,empezar,True
cortina,6663,cortina,False
comerciales,6666,comercial,True
chaval,6667,chaval,False
cadenas,6668,cadena,True
botones,6669,botón,False
arrogante,6670,arrogante,False
vendo,6671,vender,True
tuviéramos,6673,tener,True
tocaba,6674,tocar,True
situaciones,6675,situación,True
semental,6676,semental,False
reportes,6678,reporte,False
muestran,6679,mostrar,True
facultad,6680,facultad,False
envidia,6681,envidia,False
emocionado,6683,emocionar,False
disposición,6684,disposición,False
diremos,6685,decir,True
dejarnos,6686,dejar,True
deberiamos,6687,deber,True
conquistar,6688,conquistar,False
bonitos,6689,bonito,True
averigua,6690,averiguar,True
almohada,6691,almohada,False
activo,6692,activo,False
abuelita,6694,abuelita,False
vitales,6696,vital,False
verse,6697,ver,True
traicionado,6698,traicionado,False
teresa,6700,teresa,False
soñé,6702,soñar,True
roba,6703,robar,True
moderno,6704,moderno,False
manta,6705,manta,False
lidiar,6706,lidiar,False
joda,6707,joder,True
despejen,6708,despejar,False
comunista,6709,comunista,False
aprendiendo,6710,aprender,True
tirando,6711,tirar,True
suiza,6712,Suiza,False
pita,6714,pita,False
pensaron,6715,pensar,True
nudos,6716,nudo,False
muestre,6717,mostrar,True
molestado,6718,molestado,False
llora,6720,llorar,True
hembra,6721,hembra,False
eternamente,6722,eternamente,False
duermas,6723,dormir,True
disparan,6724,disparar,True
creerá,6725,creer,True
arrestaron,6728,arrestar,False
acusación,6729,acusación,False
viajando,6730,viajar,True
tremenda,6731,tremendo,True
simples,6732,simple,False
servirle,6733,servir,True
planea,6734,planear,True
negar,6735,negar,True
necesitabas,6736,necesitar,True
mordido,6737,mordido,False
lecciones,6739,lección,False
insectos,6740,insecto,False
imaginado,6741,imaginado,False
habríamos,6743,haber,True
fallar,6744,fallar,False
escudos,6745,escudo,True
diviértete,6746,divertir,True
crece,6747,crecer,True
combatir,6748,combatir,False
canto,6749,canto,False
bichos,6751,bicho,False
atacando,6752,atacar,True
apestoso,6753,apestoso,False
visa,6754,visa,False
times,6755,timar,False
retirar,6756,retirar,True
persigue,6757,perseguir,False
ooh,6758,ooh,False
leerlo,6759,leer,True
